spatial_group,total_sources,industrial_sources,industrial_percent,has_industrial,fold
49_174,154,2,1.2987012987012987,True,test
49_175,166,0,0.0,False,train
49_176,25,0,0.0,False,train
49_177,10,0,0.0,False,train
49_178,63,0,0.0,False,train
49_179,12,0,0.0,False,train
49_180,4,0,0.0,False,train
49_181,1,0,0.0,False,test
49_183,12,0,0.0,False,train
49_184,21,0,0.0,False,train
49_185,37,0,0.0,False,train
49_186,149,7,4.697986577181208,True,test
49_187,227,6,2.643171806167401,True,train
49_188,190,1,0.5263157894736842,True,test
49_189,112,1,0.8928571428571428,True,validation
50_135,10,0,0.0,False,train
50_136,106,0,0.0,False,train
50_137,249,0,0.0,False,test
50_138,124,0,0.0,False,train
50_139,24,0,0.0,False,train
50_141,4,0,0.0,False,validation
50_142,4,0,0.0,False,train
50_143,14,0,0.0,False,train
50_144,7,0,0.0,False,train
50_145,11,0,0.0,False,train
50_146,85,1,1.1764705882352942,True,train
50_147,119,0,0.0,False,train
50_148,14,0,0.0,False,validation
50_149,30,0,0.0,False,train
50_150,15,0,0.0,False,train
50_151,232,3,1.293103448275862,True,test
50_152,386,7,1.8134715025906734,True,train
50_153,343,13,3.7900874635568513,True,train
50_154,224,1,0.4464285714285714,True,train
50_155,155,0,0.0,False,train
50_156,35,0,0.0,False,train
50_157,40,0,0.0,False,train
50_158,70,0,0.0,False,train
50_159,63,0,0.0,False,train
50_160,34,0,0.0,False,validation
50_161,103,0,0.0,False,train
50_162,113,0,0.0,False,train
50_163,178,0,0.0,False,train
50_164,69,1,1.4492753623188406,True,train
50_165,45,0,0.0,False,train
50_166,305,5,1.639344262295082,True,train
50_167,582,43,7.3883161512027495,True,test
50_168,598,22,3.678929765886288,True,train
50_169,131,0,0.0,False,validation
50_170,272,3,1.1029411764705883,True,train
50_171,168,0,0.0,False,validation
50_172,244,0,0.0,False,train
50_173,60,0,0.0,False,train
50_174,46,0,0.0,False,train
50_175,159,0,0.0,False,train
50_176,87,0,0.0,False,train
50_177,83,0,0.0,False,train
50_178,4,0,0.0,False,train
50_179,9,0,0.0,False,validation
50_180,40,0,0.0,False,train
50_181,72,1,1.3888888888888888,True,validation
50_182,147,0,0.0,False,train
50_183,78,0,0.0,False,validation
50_184,231,3,1.2987012987012987,True,test
50_185,290,4,1.3793103448275863,True,train
50_186,361,10,2.7700831024930745,True,train
50_187,188,12,6.382978723404255,True,train
50_188,257,1,0.38910505836575876,True,train
50_189,94,0,0.0,False,train
51_136,36,0,0.0,False,train
51_137,251,0,0.0,False,train
51_138,144,0,0.0,False,train
51_139,6,0,0.0,False,train
51_140,8,0,0.0,False,train
51_141,3,0,0.0,False,train
51_142,9,0,0.0,False,train
51_143,1,0,0.0,False,train
51_144,12,0,0.0,False,train
51_145,24,0,0.0,False,train
51_146,21,0,0.0,False,train
51_147,10,0,0.0,False,train
51_148,7,0,0.0,False,train
51_149,16,0,0.0,False,test
51_150,14,0,0.0,False,validation
51_151,23,0,0.0,False,train
51_152,79,0,0.0,False,train
51_153,378,66,17.46031746031746,True,validation
51_154,110,0,0.0,False,validation
51_155,121,1,0.8264462809917356,True,train
51_156,496,33,6.653225806451612,True,test
51_157,535,21,3.925233644859813,True,train
51_158,209,1,0.4784688995215311,True,train
51_159,150,0,0.0,False,train
51_160,119,1,0.8403361344537815,True,validation
51_161,202,0,0.0,False,validation
51_162,130,0,0.0,False,validation
51_163,93,0,0.0,False,train
51_164,101,0,0.0,False,train
51_165,189,0,0.0,False,train
51_166,157,0,0.0,False,validation
51_167,253,1,0.3952569169960474,True,test
51_168,238,1,0.42016806722689076,True,train
51_169,137,1,0.7299270072992701,True,train
51_170,55,0,0.0,False,train
51_171,21,0,0.0,False,train
51_172,49,0,0.0,False,test
51_173,18,0,0.0,False,validation
51_174,21,0,0.0,False,test
51_175,48,0,0.0,False,train
51_176,74,0,0.0,False,test
51_177,8,0,0.0,False,validation
51_178,5,0,0.0,False,train
51_179,17,0,0.0,False,train
51_180,68,0,0.0,False,test
51_181,274,5,1.824817518248175,True,train
51_182,360,4,1.1111111111111112,True,train
51_183,510,11,2.156862745098039,True,test
51_184,619,10,1.615508885298869,True,train
51_185,411,17,4.13625304136253,True,validation
51_186,245,6,2.4489795918367347,True,train
51_187,277,4,1.444043321299639,True,train
51_188,183,3,1.639344262295082,True,train
51_189,90,1,1.1111111111111112,True,train
52_135,11,0,0.0,False,test
52_136,247,0,0.0,False,train
52_137,132,0,0.0,False,train
52_138,24,0,0.0,False,validation
52_140,2,0,0.0,False,validation
52_141,13,0,0.0,False,train
52_142,27,0,0.0,False,train
52_143,6,0,0.0,False,train
52_145,10,0,0.0,False,train
52_146,25,0,0.0,False,train
52_147,13,0,0.0,False,train
52_148,8,0,0.0,False,train
52_149,11,0,0.0,False,validation
52_150,12,0,0.0,False,train
52_151,10,0,0.0,False,test
52_152,6,0,0.0,False,train
52_153,24,0,0.0,False,test
52_154,53,1,1.8867924528301887,True,train
52_155,69,0,0.0,False,test
52_156,215,4,1.8604651162790697,True,train
52_157,196,11,5.612244897959184,True,test
52_158,308,2,0.6493506493506493,True,train
52_159,224,0,0.0,False,train
52_160,108,0,0.0,False,validation
52_161,185,0,0.0,False,test
52_162,211,0,0.0,False,train
52_163,210,0,0.0,False,validation
52_164,162,0,0.0,False,train
52_165,219,0,0.0,False,train
52_166,255,0,0.0,False,train
52_167,560,4,0.7142857142857143,True,train
52_168,206,0,0.0,False,test
52_169,139,1,0.7194244604316548,True,train
52_170,39,0,0.0,False,train
52_171,22,0,0.0,False,train
52_172,13,0,0.0,False,train
52_173,19,0,0.0,False,validation
52_174,41,0,0.0,False,train
52_175,61,0,0.0,False,train
52_176,28,0,0.0,False,train
52_177,21,0,0.0,False,train
52_178,35,0,0.0,False,train
52_179,29,0,0.0,False,validation
52_180,55,0,0.0,False,train
52_181,53,0,0.0,False,train
52_182,38,0,0.0,False,train
52_183,175,1,0.5714285714285714,True,train
52_184,219,6,2.73972602739726,True,train
52_185,135,0,0.0,False,train
52_186,255,5,1.9607843137254901,True,train
52_187,143,1,0.6993006993006993,True,train
52_188,118,2,1.694915254237288,True,train
52_189,96,1,1.0416666666666665,True,validation
52_190,47,1,2.127659574468085,True,train
53_135,6,0,0.0,False,train
53_136,254,1,0.39370078740157477,True,train
53_137,40,2,5.0,True,validation
53_138,3,0,0.0,False,test
53_140,3,0,0.0,False,train
53_141,1,0,0.0,False,train
53_142,61,0,0.0,False,test
53_143,53,0,0.0,False,test
53_144,10,0,0.0,False,train
53_145,4,0,0.0,False,test
53_146,4,0,0.0,False,validation
53_147,10,0,0.0,False,validation
53_148,1,0,0.0,False,test
53_149,10,0,0.0,False,validation
53_150,12,0,0.0,False,train
53_151,17,0,0.0,False,train
53_152,11,0,0.0,False,train
53_153,15,0,0.0,False,train
53_154,5,0,0.0,False,train
53_155,9,0,0.0,False,train
53_156,64,2,3.125,True,train
53_157,101,0,0.0,False,train
53_158,225,0,0.0,False,test
53_159,174,0,0.0,False,validation
53_160,107,0,0.0,False,train
53_161,122,0,0.0,False,train
53_162,125,0,0.0,False,train
53_163,139,0,0.0,False,train
53_164,143,0,0.0,False,train
53_165,320,5,1.5625,True,train
53_166,492,3,0.6097560975609756,True,train
53_167,510,6,1.1764705882352942,True,validation
53_168,253,0,0.0,False,train
53_169,112,0,0.0,False,train
53_170,73,0,0.0,False,train
53_171,71,0,0.0,False,train
53_172,185,0,0.0,False,train
53_173,366,1,0.273224043715847,True,train
53_174,269,1,0.37174721189591076,True,train
53_175,248,0,0.0,False,train
53_176,120,0,0.0,False,train
53_177,76,0,0.0,False,train
53_178,67,0,0.0,False,validation
53_179,60,0,0.0,False,train
53_180,114,0,0.0,False,train
53_181,141,5,3.546099290780142,True,train
53_182,74,4,5.405405405405405,True,validation
53_183,58,0,0.0,False,validation
53_184,86,0,0.0,False,test
53_185,63,0,0.0,False,train
53_186,163,5,3.067484662576687,True,validation
53_187,78,0,0.0,False,test
53_188,57,0,0.0,False,train
53_189,154,2,1.2987012987012987,True,train
53_190,188,10,5.319148936170213,True,train
53_191,34,1,2.941176470588235,True,train
53_192,4,0,0.0,False,validation
54_136,116,2,1.7241379310344827,True,validation
54_137,67,0,0.0,False,validation
54_138,19,0,0.0,False,train
54_140,14,0,0.0,False,test
54_141,36,0,0.0,False,train
54_142,14,0,0.0,False,train
54_143,18,0,0.0,False,train
54_144,75,1,1.3333333333333335,True,test
54_145,3,0,0.0,False,test
54_147,1,0,0.0,False,train
54_148,7,0,0.0,False,validation
54_149,3,0,0.0,False,train
54_150,4,0,0.0,False,train
54_151,17,0,0.0,False,train
54_152,16,0,0.0,False,train
54_153,5,0,0.0,False,test
54_154,18,0,0.0,False,validation
54_155,18,0,0.0,False,train
54_156,22,0,0.0,False,train
54_157,75,0,0.0,False,train
54_158,86,0,0.0,False,test
54_159,66,0,0.0,False,train
54_160,171,0,0.0,False,validation
54_161,95,0,0.0,False,train
54_162,152,0,0.0,False,train
54_163,114,0,0.0,False,train
54_164,161,1,0.6211180124223602,True,train
54_165,728,12,1.6483516483516485,True,train
54_166,607,6,0.9884678747940692,True,train
54_167,522,8,1.532567049808429,True,train
54_168,510,1,0.19607843137254902,True,train
54_169,655,1,0.15267175572519084,True,train
54_170,633,0,0.0,False,validation
54_171,682,3,0.43988269794721413,True,train
54_172,478,0,0.0,False,train
54_173,357,5,1.400560224089636,True,train
54_174,302,0,0.0,False,train
54_175,237,3,1.2658227848101267,True,train
54_176,57,0,0.0,False,train
54_177,41,0,0.0,False,train
54_178,8,0,0.0,False,test
54_179,31,0,0.0,False,train
54_180,21,0,0.0,False,validation
54_181,11,0,0.0,False,train
54_182,45,0,0.0,False,train
54_183,25,0,0.0,False,train
54_184,63,0,0.0,False,train
54_185,53,3,5.660377358490567,True,validation
54_186,55,0,0.0,False,validation
54_187,72,0,0.0,False,train
54_188,134,0,0.0,False,train
54_189,76,0,0.0,False,train
54_190,38,2,5.263157894736842,True,validation
54_191,58,0,0.0,False,train
54_192,99,10,10.1010101010101,True,train
55_136,98,1,1.0204081632653061,True,train
55_137,147,0,0.0,False,train
55_138,208,2,0.9615384615384616,True,validation
55_139,78,0,0.0,False,train
55_141,1,0,0.0,False,train
55_142,2,0,0.0,False,train
55_143,9,0,0.0,False,train
55_144,21,0,0.0,False,train
55_145,29,0,0.0,False,validation
55_146,9,1,11.11111111111111,True,test
55_147,5,0,0.0,False,test
55_148,1,0,0.0,False,train
55_149,1,0,0.0,False,test
55_150,9,0,0.0,False,train
55_151,18,0,0.0,False,test
55_152,29,0,0.0,False,train
55_153,15,0,0.0,False,train
55_154,108,0,0.0,False,validation
55_155,141,0,0.0,False,validation
55_156,73,0,0.0,False,validation
55_157,47,0,0.0,False,train
55_158,57,0,0.0,False,train
55_159,189,0,0.0,False,train
55_160,290,1,0.3448275862068966,True,validation
55_161,211,0,0.0,False,train
55_162,169,0,0.0,False,validation
55_163,303,3,0.9900990099009901,True,train
55_164,564,0,0.0,False,train
55_165,623,3,0.4815409309791332,True,train
55_166,474,1,0.21097046413502107,True,train
55_167,521,0,0.0,False,train
55_168,440,7,1.5909090909090908,True,train
55_169,484,4,0.8264462809917356,True,test
55_170,339,0,0.0,False,test
55_171,376,1,0.26595744680851063,True,train
55_172,146,1,0.684931506849315,True,train
55_173,8,0,0.0,False,train
55_174,31,0,0.0,False,train
55_175,14,0,0.0,False,train
55_177,2,0,0.0,False,train
55_178,5,0,0.0,False,train
55_179,10,0,0.0,False,train
55_180,3,0,0.0,False,train
55_181,1,0,0.0,False,validation
55_183,17,0,0.0,False,train
55_185,7,0,0.0,False,validation
55_186,13,0,0.0,False,train
55_187,45,1,2.2222222222222223,True,train
55_188,31,0,0.0,False,train
55_189,48,0,0.0,False,train
55_190,83,0,0.0,False,validation
55_191,69,0,0.0,False,train
55_192,145,9,6.206896551724138,True,test
55_193,14,0,0.0,False,train
56_136,6,0,0.0,False,train
56_137,104,0,0.0,False,train
56_138,177,1,0.5649717514124294,True,test
56_139,333,5,1.5015015015015014,True,train
56_140,160,0,0.0,False,train
56_141,2,0,0.0,False,train
56_142,1,0,0.0,False,validation
56_143,2,0,0.0,False,validation
56_144,1,0,0.0,False,validation
56_145,11,0,0.0,False,test
56_146,75,0,0.0,False,train
56_147,1,0,0.0,False,train
56_148,1,0,0.0,False,train
56_149,1,0,0.0,False,train
56_150,6,0,0.0,False,train
56_151,20,0,0.0,False,train
56_152,33,0,0.0,False,train
56_153,95,1,1.0526315789473684,True,test
56_154,125,0,0.0,False,train
56_155,223,0,0.0,False,validation
56_156,79,0,0.0,False,train
56_157,64,0,0.0,False,train
56_158,114,0,0.0,False,train
56_159,255,0,0.0,False,train
56_160,451,1,0.22172949002217296,True,train
56_161,436,0,0.0,False,train
56_162,379,2,0.5277044854881267,True,train
56_163,691,1,0.1447178002894356,True,train
56_164,463,6,1.2958963282937366,True,train
56_165,242,1,0.4132231404958678,True,train
56_166,326,0,0.0,False,train
56_167,440,0,0.0,False,validation
56_168,305,0,0.0,False,test
56_169,216,0,0.0,False,train
56_170,115,3,2.608695652173913,True,train
56_171,1,0,0.0,False,train
56_172,3,0,0.0,False,train
56_186,2,0,0.0,False,train
56_187,3,0,0.0,False,train
56_188,14,0,0.0,False,train
56_189,35,0,0.0,False,test
56_190,51,0,0.0,False,train
56_191,93,1,1.0752688172043012,True,train
56_192,13,0,0.0,False,train
56_193,22,0,0.0,False,train
57_138,4,0,0.0,False,train
57_139,61,0,0.0,False,test
57_140,341,1,0.2932551319648094,True,train
57_141,286,0,0.0,False,validation
57_142,82,2,2.4390243902439024,True,train
57_143,5,0,0.0,False,validation
57_144,6,0,0.0,False,test
57_146,7,0,0.0,False,train
57_147,2,0,0.0,False,train
57_149,2,0,0.0,False,test
57_150,3,0,0.0,False,test
57_151,24,0,0.0,False,train
57_152,238,0,0.0,False,validation
57_153,411,1,0.24330900243309003,True,train
57_154,212,0,0.0,False,train
57_155,206,0,0.0,False,train
57_156,132,0,0.0,False,validation
57_157,135,0,0.0,False,validation
57_158,243,0,0.0,False,train
57_159,458,1,0.21834061135371177,True,train
57_160,512,3,0.5859375,True,train
57_161,581,2,0.34423407917383825,True,train
57_162,746,3,0.40214477211796246,True,validation
57_163,563,8,1.4209591474245116,True,train
57_164,377,2,0.5305039787798408,True,test
57_165,153,4,2.6143790849673203,True,train
57_166,33,1,3.0303030303030303,True,train
57_167,15,0,0.0,False,train
57_168,2,0,0.0,False,train
57_169,2,0,0.0,False,train
57_188,13,0,0.0,False,validation
57_189,2,0,0.0,False,train
57_190,7,0,0.0,False,test
57_191,50,1,2.0,True,train
57_192,5,0,0.0,False,train
58_140,182,0,0.0,False,train
58_141,318,2,0.628930817610063,True,validation
58_142,216,1,0.4629629629629629,True,train
58_143,158,0,0.0,False,validation
58_144,69,0,0.0,False,validation
58_145,33,0,0.0,False,train
58_146,53,0,0.0,False,train
58_147,107,2,1.8691588785046727,True,train
58_148,93,1,1.0752688172043012,True,train
58_149,64,0,0.0,False,test
58_150,67,0,0.0,False,test
58_151,170,0,0.0,False,validation
58_152,415,1,0.24096385542168677,True,validation
58_153,461,2,0.43383947939262474,True,validation
58_154,433,0,0.0,False,train
58_155,253,0,0.0,False,train
58_156,191,1,0.5235602094240838,True,train
58_157,215,1,0.46511627906976744,True,train
58_158,415,3,0.7228915662650602,True,train
58_159,618,5,0.8090614886731391,True,train
58_160,729,2,0.2743484224965706,True,test
58_161,679,0,0.0,False,train
58_162,395,4,1.0126582278481013,True,train
58_163,163,2,1.2269938650306749,True,test
58_164,94,1,1.0638297872340425,True,train
58_165,37,1,2.7027027027027026,True,train
58_191,1,0,0.0,False,train
59_141,224,4,1.7857142857142856,True,train
59_142,195,0,0.0,False,train
59_143,304,1,0.3289473684210526,True,train
59_144,322,1,0.3105590062111801,True,train
59_145,238,0,0.0,False,train
59_146,90,0,0.0,False,train
59_147,82,0,0.0,False,validation
59_148,208,12,5.769230769230769,True,train
59_149,322,7,2.1739130434782608,True,train
59_150,465,2,0.43010752688172044,True,train
59_151,485,3,0.6185567010309279,True,train
59_152,422,1,0.23696682464454977,True,train
59_153,521,2,0.3838771593090211,True,train
59_154,382,0,0.0,False,train
59_155,254,0,0.0,False,train
59_156,273,0,0.0,False,train
59_157,457,2,0.437636761487965,True,train
59_158,734,3,0.4087193460490463,True,train
59_159,680,7,1.0294117647058822,True,train
59_160,570,1,0.17543859649122806,True,train
59_161,179,1,0.5586592178770949,True,test
59_162,97,0,0.0,False,test
59_163,132,1,0.7575757575757576,True,train
59_164,100,0,0.0,False,train
59_165,4,0,0.0,False,test
59_188,1,0,0.0,False,train
59_189,1,0,0.0,False,train
60_141,277,11,3.9711191335740073,True,train
60_142,180,2,1.1111111111111112,True,train
60_143,220,2,0.9090909090909091,True,train
60_144,204,0,0.0,False,train
60_145,228,0,0.0,False,train
60_146,433,6,1.3856812933025404,True,train
60_147,382,6,1.5706806282722512,True,train
60_148,467,1,0.21413276231263384,True,test
60_149,612,8,1.3071895424836601,True,train
60_150,593,2,0.33726812816188867,True,validation
60_151,699,11,1.5736766809728182,True,train
60_152,555,3,0.5405405405405406,True,train
60_153,493,1,0.2028397565922921,True,validation
60_154,295,0,0.0,False,train
60_155,171,0,0.0,False,train
60_156,398,2,0.5025125628140703,True,train
60_157,699,3,0.4291845493562232,True,train
60_158,405,1,0.24691358024691357,True,validation
60_159,127,2,1.574803149606299,True,train
60_160,58,1,1.7241379310344827,True,validation
60_161,41,0,0.0,False,train
60_162,1,0,0.0,False,train
60_163,2,0,0.0,False,train
60_189,1,0,0.0,False,train
61_140,1,0,0.0,False,train
61_141,228,5,2.1929824561403506,True,train
61_142,42,0,0.0,False,test
61_143,393,8,2.035623409669211,True,train
61_144,408,0,0.0,False,test
61_145,251,0,0.0,False,test
61_146,253,0,0.0,False,train
61_147,603,23,3.814262023217247,True,train
61_148,637,10,1.5698587127158554,True,train
61_149,659,13,1.9726858877086493,True,train
61_150,715,7,0.9790209790209791,True,train
61_151,591,6,1.015228426395939,True,train
61_152,545,1,0.1834862385321101,True,train
61_153,335,0,0.0,False,train
61_154,412,1,0.24271844660194172,True,test
61_155,368,1,0.2717391304347826,True,test
61_156,446,3,0.672645739910314,True,train
61_157,90,0,0.0,False,train
61_158,33,0,0.0,False,train
61_159,18,0,0.0,False,train
62_140,11,0,0.0,False,train
62_141,330,2,0.6060606060606061,True,train
62_142,43,0,0.0,False,test
62_143,16,0,0.0,False,train
62_144,435,3,0.6896551724137931,True,validation
62_145,236,1,0.423728813559322,True,train
62_146,272,1,0.3676470588235294,True,train
62_147,535,4,0.7476635514018692,True,train
62_148,241,2,0.8298755186721992,True,train
62_149,678,4,0.5899705014749262,True,validation
62_150,611,6,0.9819967266775778,True,train
62_151,535,0,0.0,False,train
62_152,293,2,0.6825938566552902,True,train
62_153,382,2,0.5235602094240838,True,train
62_154,474,5,1.0548523206751055,True,train
62_155,251,1,0.398406374501992,True,train
62_156,96,1,1.0416666666666665,True,train
63_140,35,0,0.0,False,train
63_141,363,16,4.40771349862259,True,train
63_142,135,1,0.7407407407407408,True,validation
63_143,7,0,0.0,False,validation
63_144,348,5,1.4367816091954022,True,train
63_145,450,1,0.2222222222222222,True,train
63_146,502,6,1.1952191235059761,True,test
63_147,599,7,1.1686143572621035,True,train
63_148,528,5,0.946969696969697,True,train
63_149,714,17,2.380952380952381,True,test
63_150,800,9,1.125,True,test
63_151,457,10,2.1881838074398248,True,train
63_152,496,2,0.4032258064516129,True,train
63_153,244,0,0.0,False,test
63_154,174,0,0.0,False,train
63_155,63,0,0.0,False,train
63_156,9,0,0.0,False,train
64_140,54,0,0.0,False,train
64_141,64,0,0.0,False,train
64_142,144,0,0.0,False,train
64_143,51,0,0.0,False,train
64_144,204,0,0.0,False,train
64_145,176,0,0.0,False,train
64_146,365,5,1.36986301369863,True,train
64_147,661,9,1.361573373676248,True,train
64_148,604,6,0.9933774834437087,True,test
64_149,605,6,0.9917355371900827,True,train
64_150,566,6,1.0600706713780919,True,train
64_151,303,2,0.6600660066006601,True,train
64_152,312,0,0.0,False,test
64_153,88,1,1.1363636363636365,True,validation
64_154,59,0,0.0,False,train
65_140,62,0,0.0,False,train
65_141,15,0,0.0,False,test
65_142,60,0,0.0,False,train
65_143,104,0,0.0,False,train
65_144,92,1,1.0869565217391304,True,train
65_145,121,0,0.0,False,train
65_146,131,0,0.0,False,train
65_147,242,0,0.0,False,validation
65_148,342,2,0.5847953216374269,True,train
65_149,422,4,0.9478672985781991,True,train
65_150,237,0,0.0,False,test
65_151,180,0,0.0,False,train
65_152,151,0,0.0,False,test
65_153,8,0,0.0,False,train
66_140,59,1,1.694915254237288,True,train
66_141,116,0,0.0,False,train
66_142,77,0,0.0,False,train
66_143,97,0,0.0,False,validation
66_144,101,0,0.0,False,train
66_145,144,0,0.0,False,train
66_146,160,0,0.0,False,train
66_147,149,0,0.0,False,validation
66_148,305,1,0.32786885245901637,True,test
66_149,170,0,0.0,False,train
66_150,230,0,0.0,False,train
66_151,168,1,0.5952380952380952,True,test
66_152,28,0,0.0,False,test
66_153,3,0,0.0,False,train
67_140,38,0,0.0,False,train
67_141,173,1,0.5780346820809248,True,train
67_142,160,0,0.0,False,train
67_143,106,1,0.9433962264150944,True,train
67_144,88,1,1.1363636363636365,True,train
67_145,145,0,0.0,False,validation
67_146,307,1,0.32573289902280134,True,train
67_147,264,0,0.0,False,train
67_148,92,0,0.0,False,train
67_149,10,0,0.0,False,train
67_150,67,0,0.0,False,train
67_151,17,1,5.88235294117647,True,validation
68_141,6,0,0.0,False,train
68_142,62,0,0.0,False,train
68_143,18,0,0.0,False,train
68_144,75,0,0.0,False,train
68_145,278,0,0.0,False,validation
68_146,313,0,0.0,False,train
68_147,157,0,0.0,False,train
68_148,65,1,1.5384615384615385,True,test
68_149,80,0,0.0,False,train
68_150,12,1,8.333333333333332,True,train
69_141,23,0,0.0,False,validation
69_142,42,0,0.0,False,train
69_143,76,0,0.0,False,test
69_144,74,0,0.0,False,test
69_145,119,0,0.0,False,validation
69_146,114,0,0.0,False,test
69_147,22,0,0.0,False,test
69_148,16,0,0.0,False,train
69_149,11,0,0.0,False,validation
70_141,1,0,0.0,False,test
70_142,15,0,0.0,False,test
70_143,6,1,16.666666666666664,True,test
70_144,6,0,0.0,False,train
70_145,32,1,3.125,True,validation
70_146,18,0,0.0,False,train
70_147,12,0,0.0,False,train
70_148,1,0,0.0,False,validation
71_145,2,0,0.0,False,validation
71_146,3,0,0.0,False,train
71_147,21,0,0.0,False,train
71_148,1,0,0.0,False,train
